direction,entry_time,exit_time,entry_price,exit_price,size,gross_pnl,entry_fee,exit_fee,total_fees,pnl,pnl_pct,entry_reason,exit_reason
long,2025-02-02 08:00:00+00:00,2025-02-20 08:00:00+00:00,99374.116,96892.058,0.01003782514150868,-24.91446419508265,2.5,2.4314638395122934,4.931463839512293,-29.845928034594944,-2.9920729859243056,Stochastic bullish crossover in oversold zone: %K(14.4) > %D(9.6),Stochastic bearish crossover in overbought zone: %K(74.7) < %D(75.3)
long,2025-02-24 00:00:00+00:00,2025-03-03 00:00:00+00:00,95881.233,92341.455,0.01037244555124306,-36.716154568487966,2.4925385179913517,2.394516785275153,4.887055303266505,-41.603209871754466,-4.183233104235585,Stochastic bullish crossover in oversold zone: %K(22.5) > %D(22.5),Stochastic bearish crossover in overbought zone: %K(83.7) < %D(87.1)
long,2025-03-10 00:00:00+00:00,2025-03-15 00:00:00+00:00,82306.2,83881.376,0.012032786697646614,18.953756819252284,2.482137715523413,2.523316763282735,5.005454478806148,13.948302340446133,1.4083888662002229,Stochastic bullish crossover in oversold zone: %K(17.7) > %D(8.4),Stochastic bearish crossover in overbought zone: %K(83.2) < %D(87.0)
long,2025-03-28 16:00:00+00:00,2025-04-02 00:00:00+00:00,84351.295,84453.39,0.01175754671759694,1.2003867321330735,2.4856247911085245,2.4824116959610856,4.96803648706961,-3.767649754936537,-0.3798936689542985,Stochastic bullish crossover in oversold zone: %K(15.4) > %D(9.3),Stochastic bearish crossover in overbought zone: %K(73.8) < %D(76.2)
long,2025-04-03 16:00:00+00:00,2025-04-12 16:00:00+00:00,83157.031,85279.065,0.011921883894450805,25.298642968077015,2.4846828786697905,2.5417177788933083,5.026400657563099,20.272242310513917,2.044833377915065,Stochastic bullish crossover in oversold zone: %K(27.0) > %D(23.0),Stochastic bearish crossover in overbought zone: %K(94.4) < %D(94.9)
long,2025-05-05 16:00:00+00:00,2025-05-08 16:00:00+00:00,94724.04,103284.715,0.010487418238915063,89.77937913242424,2.4897509392474184,2.7079750097303608,5.197725948977779,84.58165318344646,8.514269031892482,Stochastic bullish crossover in oversold zone: %K(27.0) > %D(20.0),Stochastic bearish crossover in overbought zone: %K(92.0) < %D(93.5)
long,2025-05-30 08:00:00+00:00,2025-06-08 00:00:00+00:00,105559.265,105493.2175,0.009490854683999256,-0.6268472247414464,2.51089635254328,2.5030519936000686,5.013948346143349,-5.640795570884795,-0.5630392606025719,Stochastic bullish crossover in oversold zone: %K(14.8) > %D(7.7),Stochastic bearish crossover in overbought zone: %K(79.0) < %D(80.0)
long,2025-06-13 00:00:00+00:00,2025-06-25 08:00:00+00:00,104955.0,107067.5265,0.009540136013592234,20.153790142318023,2.509486153650559,2.5535969136222274,5.063083067272786,15.090707075045236,1.5071340774313295,Stochastic bullish crossover in oversold zone: %K(27.5) > %D(25.4),Stochastic bearish crossover in overbought zone: %K(88.7) < %D(93.3)
long,2025-08-01 08:00:00+00:00,2025-08-07 00:00:00+00:00,115376.55,114830.3,0.00869145656840414,-4.7477081504907614,2.51325883041932,2.495106412967045,5.008365243386365,-9.756073393877127,-0.9728927028189748,Stochastic bullish crossover in oversold zone: %K(23.7) > %D(13.4),Stochastic bearish crossover in overbought zone: %K(75.1) < %D(83.2)
long,2025-08-15 00:00:00+00:00,2025-08-23 00:00:00+00:00,119050.9245,115760.1885,0.008415030032095799,-27.691642267698715,2.5108198120708507,2.435313656871427,4.946133468942278,-32.63777573664099,-3.257857704087709,Stochastic bullish crossover in oversold zone: %K(24.6) > %D(21.1),Stochastic bearish crossover in overbought zone: %K(71.9) < %D(81.1)
