direction,entry_time,exit_time,entry_price,exit_price,size,gross_pnl,entry_fee,exit_fee,total_fees,pnl,pnl_pct,entry_reason,exit_reason
long,2025-01-24 00:00:00+00:00,2025-01-27 08:00:00+00:00,105040.25,101155.3725,0.009496359728770639,-36.89219424220718,2.5,2.4015195143944825,4.901519514394483,-41.79371375660166,-4.1898459906367576,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-01-31 00:00:00+00:00,2025-02-02 16:00:00+00:00,104190.29,97714.92,0.009533816222728425,-61.73498755416892,2.48955157156085,2.328990223746526,4.818541795307375,-66.55352934947629,-6.70003495178477,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-02-12 00:00:00+00:00,2025-02-12 08:00:00+00:00,96057.2,95801.285,0.010271925087345549,-2.6287397087279705,2.4729131892234806,2.4601590569786023,4.933072246202083,-7.561811954930054,-0.7663799014081007,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-02-12 16:00:00+00:00,2025-02-13 08:00:00+00:00,97880.7915,95995.963,0.01007284531161218,-18.98558591941805,2.471022736234748,2.4173812145956157,4.888403950830364,-23.873989870248412,-2.4214492323729284,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-02-15 16:00:00+00:00,2025-02-18 08:00:00+00:00,97617.405,95488.305,0.010075627817274052,-21.452019185758243,2.465054238767186,2.4052615552058723,4.870315793973058,-26.3223349797313,-2.676239870211614,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-02-21 08:00:00+00:00,2025-02-24 08:00:00+00:00,98116.682,94295.5775,0.009997596416416517,-38.20186065595304,2.458473655022253,2.356822819244815,4.815296474267068,-43.017157130220106,-4.385339808910319,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-03-03 08:00:00+00:00,2025-03-09 00:00:00+00:00,89989.763,85968.429,0.010852790299382603,-43.642694625777466,2.4477193657396983,2.3324933307609053,4.7802126965006035,-48.42290732227807,-4.958112097298038,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-03-14 16:00:00+00:00,2025-03-19 00:00:00+00:00,84034.8273,83215.2415,0.011564370073082095,-9.477993497843055,2.4356136389091283,2.405829621067248,4.841443259976376,-14.319436757819432,-1.4734813479001936,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-03-19 16:00:00+00:00,2025-03-29 00:00:00+00:00,86890.03,83740.1985,0.011167926609165055,-35.17708702323628,2.432033779719674,2.338010977712284,4.7700447574319575,-39.94713178066824,-4.116642030157969,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-04-03 00:00:00+00:00,2025-04-05 16:00:00+00:00,83477.6385,83536.2495,0.011576714064725586,0.6785227880476825,2.422046996774507,2.4176881862526893,4.839735183027196,-4.161212394979514,-0.4305904782485432,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-04-11 16:00:00+00:00,2025-04-18 08:00:00+00:00,83374.87,84357.885,0.011586005120927074,11.389216823948122,2.421006693675762,2.443427219001443,4.864433912677205,6.524782911270917,0.6754561818988892,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-04-19 00:00:00+00:00,2025-05-06 00:00:00+00:00,85165.338,94396.385,0.011350069647724854,104.77302637142147,2.422637889403579,2.678513860608624,5.101151750012203,99.67187462140927,10.311247840164711,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-05-08 08:00:00+00:00,2025-05-15 00:00:00+00:00,100771.55,101832.574,0.009690977139535055,10.282359328497948,2.447555858058932,2.4671428667350295,4.914698724793961,5.367660603703987,0.5496415300853933,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-05-18 08:00:00+00:00,2025-05-26 08:00:00+00:00,105551.065,110074.1185,0.009257227404675957,41.87093481301545,2.448897773209858,2.547452865809372,4.99635063901923,36.874584173996226,3.7738408359261295,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-05-28 16:00:00+00:00,2025-05-29 16:00:00+00:00,107807.448,105580.45,0.009097594549145525,-20.260324865758047,2.4581164192533573,2.401320316040829,4.859436735294187,-25.119761601052232,-2.561180402177004,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-06-04 08:00:00+00:00,2025-06-06 00:00:00+00:00,105330.5175,103194.425,0.009287742795551958,-19.83947772750756,2.451836478853094,2.396108193337192,4.847944672190286,-24.687422399697844,-2.523546722248369,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-06-09 00:00:00+00:00,2025-06-14 00:00:00+00:00,105660.448,105150.805,0.009235434859011904,-4.706774727851505,2.4456646232531694,2.427783524875408,4.873448148128578,-9.58022287598008,-0.9817610894307547,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-06-18 08:00:00+00:00,2025-06-19 08:00:00+00:00,104841.54,104149.028,0.0092984570566794,-6.439293093235053,2.4432695675341747,2.4210631608822513,4.864332728416426,-11.30362582165148,-1.1595073115863115,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-06-25 08:00:00+00:00,2025-07-01 16:00:00+00:00,107067.5265,105712.2935,0.009094606484351965,-12.325310829607833,2.4404436610787617,2.403529274852045,4.843972935930807,-17.16928376553864,-1.763236212581731,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-07-02 08:00:00+00:00,2025-07-08 08:00:00+00:00,108750.3,108273.847,0.008938130604833398,-4.258599141064764,2.436151340137377,2.419414463934372,4.855565804071749,-9.114164945136512,-0.937647767736872,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-07-09 00:00:00+00:00,2025-07-17 16:00:00+00:00,108736.9735,119272.0695,0.008930865146449345,94.08752168089795,2.433872798901093,2.663006921106085,5.096879720007178,88.99064196089077,9.16375705743018,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-07-23 08:00:00+00:00,2025-07-25 16:00:00+00:00,118589.261,117677.992,0.008263750486624036,-7.530499642195401,2.4561204593913155,2.4311539091373486,4.887274368528664,-12.417774010724065,-1.267130059088956,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-07-28 16:00:00+00:00,2025-07-31 16:00:00+00:00,118047.339,115753.1085,0.008291194012764362,-19.021910185501433,2.4530160158886343,2.3993287003851593,4.852344716273794,-23.874254901775227,-2.4392513106383604,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-08-07 00:00:00+00:00,2025-08-16 08:00:00+00:00,114830.3,117774.315,0.008502737808863278,25.03218765036062,2.4470474521631904,2.503510302658684,4.950557754821874,20.081629895538747,2.056760257880334,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-08-24 08:00:00+00:00,2025-08-26 00:00:00+00:00,114424.6665,110316.522,0.008550386083014653,-35.12622155981327,2.452067859637075,2.3581221360884492,4.8101899957255245,-39.93641155553879,-4.0819121965996406,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-09-03 16:00:00+00:00,2025-09-08 08:00:00+00:00,111755.6435,112635.0265,0.008718945982737132,7.667292875137341,2.4420837567481906,2.4551467795441635,4.897230536292354,2.770062338844987,0.284286405339164,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-09-09 00:00:00+00:00,2025-09-21 16:00:00+00:00,113018.5455,115287.91,0.008623962804943616,19.570915038859557,2.442776272332902,2.485596619249218,4.92837289158212,14.642542147277435,1.5023111627286077,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-09-30 00:00:00+00:00,2025-10-09 16:00:00+00:00,113757.88,121729.5965,0.008580753493648252,68.40333420774837,2.446436907869721,2.611329151119418,5.057766058989139,63.34556814875923,6.489471358009058,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-10-21 08:00:00+00:00,2025-10-30 16:00:00+00:00,113464.7015,108316.8615,0.00865861394490918,-44.57315921016124,2.462273299906911,2.3446847186317403,4.806958018538651,-49.380117228699895,-5.026237026863951,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-11-10 08:00:00+00:00,2025-11-13 16:00:00+00:00,105081.9625,99596.376,0.009302465967642113,-51.02948172880692,2.449928270599736,2.3162297456012193,4.766158016200955,-55.795639745007875,-5.707868992774408,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-11-26 00:00:00+00:00,2025-12-01 16:00:00+00:00,87932.2,86289.15,0.011053468068633904,-18.16140071016897,2.435979360663484,2.3844859104864033,4.820465271149887,-22.981865981318858,-2.3644971109947077,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
long,2025-12-04 16:00:00+00:00,2025-12-07 16:00:00+00:00,92080.4,90397.4175,0.010530615894078367,-17.722842263955727,2.4302338941681545,2.3798512037728448,4.810085097940999,-22.532927361896725,-2.3237887635285617,Bullish crossover: SMA(10) crossed above SMA(20),Bearish crossover: SMA(10) crossed below SMA(20)
