direction,entry_time,exit_time,entry_price,exit_price,size,gross_pnl,entry_fee,exit_fee,total_fees,pnl,pnl_pct,entry_reason,exit_reason
long,2025-01-09 20:00:00+00:00,2025-01-14 12:00:00+00:00,92571.634,96455.44,0.010775439050800377,41.849714838132776,2.5,2.5983742870953317,5.098374287095332,36.751340551037444,3.684344917397237,RSI(14) crossed above 30.0 (oversold exit): 32.3,RSI(14) crossed below 70.0 (overbought exit): 69.4
long,2025-01-27 12:00:00+00:00,2025-01-30 20:00:00+00:00,101155.3725,104740.315,0.009897308679476873,35.48128252067556,2.5091878351377597,2.5916180718516046,5.100805906989365,30.3804766136862,3.034509586386921,RSI(14) crossed above 30.0 (oversold exit): 39.2,RSI(14) crossed below 70.0 (overbought exit): 57.7
long,2025-02-03 12:00:00+00:00,2025-02-11 08:00:00+00:00,99068.15,98152.69,0.010136420219436632,-9.279487254085376,2.516782954291181,2.4872922787702394,5.00407523306142,-14.283562487146796,-1.4223873442240358,RSI(14) crossed above 30.0 (oversold exit): 52.9,RSI(14) crossed below 70.0 (overbought exit): 66.7
long,2025-02-11 20:00:00+00:00,2025-02-21 00:00:00+00:00,95759.855,98176.6645,0.010471732788276346,25.308183284167793,2.513212063669395,2.570199491720641,5.083411555390036,20.224771728777757,2.0168871414420213,RSI(14) crossed above 30.0 (oversold exit): 37.2,RSI(14) crossed below 70.0 (overbought exit): 68.5
long,2025-02-21 20:00:00+00:00,2025-03-03 12:00:00+00:00,96139.486,89989.763,0.01045136682324299,-64.27301093433432,2.518268256601589,2.351290058624249,4.869558315225838,-69.14256924956015,-6.881302132436849,RSI(14) crossed above 30.0 (oversold exit): 40.7,RSI(14) crossed below 70.0 (overbought exit): 53.2
long,2025-03-04 08:00:00+00:00,2025-03-20 00:00:00+00:00,83918.5885,85926.713,0.011891192177301581,23.878994345447712,2.500982614289199,2.5544276436170956,5.055410257906295,18.823584087541416,1.8863346832360617,RSI(14) crossed above 30.0 (oversold exit): 34.6,RSI(14) crossed below 70.0 (overbought exit): 67.0
long,2025-03-28 20:00:00+00:00,2025-04-01 16:00:00+00:00,84351.295,84952.743,0.011852452480001911,7.128633839192236,2.5056885103110846,2.5172458736332874,5.0229343839443725,2.105699455247864,0.21061844766466126,RSI(14) crossed above 30.0 (oversold exit): 30.8,RSI(14) crossed below 70.0 (overbought exit): 69.0
long,2025-04-07 12:00:00+00:00,2025-04-11 20:00:00+00:00,78458.4785,83374.87,0.012745337129304434,62.661067127146694,2.506214935174896,2.6566020656548264,5.1628170008297225,57.498250126316975,5.749941396420504,RSI(14) crossed above 30.0 (oversold exit): 41.0,RSI(14) crossed below 70.0 (overbought exit): 66.7
long,2025-04-20 12:00:00+00:00,2025-04-21 16:00:00+00:00,84347.415,87471.195,0.011923485854129421,37.246346641412565,2.520589497706476,2.6074038905657404,5.127993388272216,32.11835325314035,3.193583327271886,RSI(14) crossed above 30.0 (oversold exit): 37.9,RSI(14) crossed below 70.0 (overbought exit): 67.8
long,2025-05-05 04:00:00+00:00,2025-05-07 00:00:00+00:00,94764.096,96538.0138333333,0.010646637892497644,18.886260822543594,2.5286190860197606,2.56951319036107,5.098132276380831,13.788128546162765,1.3666239149793222,RSI(14) crossed above 30.0 (oversold exit): 38.7,RSI(14) crossed below 70.0 (overbought exit): 67.8
long,2025-05-24 00:00:00+00:00,2025-06-08 20:00:00+00:00,108378.302,105791.689,0.009321924799526423,-24.112211871477417,2.532066118156301,2.4654554231822168,4.997521541338518,-29.109733412815935,-2.8813120171808966,RSI(14) crossed above 30.0 (oversold exit): 42.3,RSI(14) crossed below 70.0 (overbought exit): 57.8
long,2025-06-12 12:00:00+00:00,2025-06-16 08:00:00+00:00,107054.308,106918.25,0.009410090112734517,-1.2803180405584758,2.5247886848030974,2.5152759179896935,5.040064602792791,-6.320382643351266,-0.6274013385251687,RSI(14) crossed above 30.0 (oversold exit): 31.1,RSI(14) crossed below 70.0 (overbought exit): 68.3
long,2025-06-22 00:00:00+00:00,2025-06-24 00:00:00+00:00,102397.812,105023.297,0.009831852921503454,25.8133823676135,2.5232085891422593,2.581434023588437,5.1046426127306965,20.708739754882803,2.056968402019419,RSI(14) crossed above 30.0 (oversold exit): 32.0,RSI(14) crossed below 70.0 (overbought exit): 67.7
long,2025-07-02 00:00:00+00:00,2025-07-02 20:00:00+00:00,106190.905,108798.85,0.009500116077344956,24.77578022333146,2.52838577408098,2.584004260204106,5.112390034285086,19.66339018904637,1.9491360921656968,RSI(14) crossed above 30.0 (oversold exit): 39.3,RSI(14) crossed below 70.0 (overbought exit): 63.5
long,2025-07-25 08:00:00+00:00,2025-07-28 00:00:00+00:00,116598.7685,119314.35,0.008668936730919834,23.54120421115638,2.533301621628242,2.5858213781020623,5.119122999730305,18.422081211426075,1.8225476669807732,RSI(14) crossed above 30.0 (oversold exit): 38.4,RSI(14) crossed below 70.0 (overbought exit): 69.4
long,2025-08-02 04:00:00+00:00,2025-08-08 00:00:00+00:00,113979.22,116747.66,0.008884294432182534,24.595636077831433,2.537907141931098,2.593051464270849,5.130958606201947,19.464677471629486,1.9222000681231348,RSI(14) crossed above 30.0 (oversold exit): 30.2,RSI(14) crossed below 70.0 (overbought exit): 62.5
long,2025-08-15 20:00:00+00:00,2025-08-23 00:00:00+00:00,117443.576,115587.1,0.008638757314476725,-16.03764562415045,2.5427733112990056,2.4963222639603817,5.039095575259387,-21.076741199409838,-2.077413371681571,RSI(14) crossed above 30.0 (oversold exit): 34.0,RSI(14) crossed below 70.0 (overbought exit): 59.0
long,2025-08-24 20:00:00+00:00,2025-09-03 00:00:00+00:00,113457.215,111068.235,0.008923752854974116,-21.318667095476027,2.537504125999153,2.477863697945465,5.015367823944619,-26.334034919420645,-2.600984441408826,RSI(14) crossed above 30.0 (oversold exit): 38.9,RSI(14) crossed below 70.0 (overbought exit): 67.4
long,2025-09-19 20:00:00+00:00,2025-09-30 08:00:00+00:00,115695.92,113077.775,0.008728374572676806,-22.85215024558095,2.5309206172692984,2.4674629401121724,4.998383557381471,-27.850533802962424,-2.757922793888888,RSI(14) crossed above 30.0 (oversold exit): 38.5,RSI(14) crossed below 70.0 (overbought exit): 57.8
long,2025-10-12 04:00:00+00:00,2025-10-20 20:00:00+00:00,111624.9735,110562.505,0.009021809403104623,-9.585388303802358,2.5239579838185575,2.493684618099505,5.017642601918062,-14.60303090572042,-1.4500667279852506,RSI(14) crossed above 30.0 (oversold exit): 30.6,RSI(14) crossed below 70.0 (overbought exit): 65.2
long,2025-10-30 00:00:00+00:00,2025-11-10 12:00:00+00:00,110744.54,105081.9625,0.00908038069606645,-51.41835942098022,2.520307226092127,2.3854605594744465,4.905767785566574,-56.32412720654679,-5.601032470174365,RSI(14) crossed above 30.0 (oversold exit): 32.4,RSI(14) crossed below 70.0 (overbought exit): 60.1
long,2025-11-13 20:00:00+00:00,2025-11-28 00:00:00+00:00,99596.376,91225.6,0.010040367849548119,-84.04567022616898,2.5062261942904906,2.2898464532393423,4.796072647529833,-88.84174287369882,-8.884314201797471,RSI(14) crossed above 30.0 (oversold exit): 34.4,RSI(14) crossed below 70.0 (overbought exit): 68.9
long,2025-12-01 20:00:00+00:00,2025-12-02 20:00:00+00:00,86289.15,91298.385,0.011486059228422744,57.536369899088214,2.484015758572066,2.621646643923356,5.1056624024954225,52.430707496592795,5.290034151066983,RSI(14) crossed above 30.0 (oversold exit): 34.4,RSI(14) crossed below 70.0 (overbought exit): 68.2
long,2025-12-06 08:00:00+00:00,2025-12-09 04:00:00+00:00,89656.003,90502.254,0.011113056765903778,9.40443540120288,2.497123435446214,2.5143917153606057,5.01151515080682,4.39292025039606,0.4409003188500851,RSI(14) crossed above 30.0 (oversold exit): 30.1,End of backtest
