job_id,strategy_name,timeframe,year,total_return_pct,sharpe_ratio,max_drawdown,win_rate,total_trades,profit_factor,final_capital,initial_capital,total_fees,winning_trades,losing_trades,avg_win_pct,avg_loss_pct,has_open_position,total_equity,total_equity_return_pct,unrealized_pnl,open_position_direction,open_position_entry_price,open_position_unrealized_pct,stop_loss_pct,stop_loss_exits,risk_adjusted_return
stochastic_8h_2022,stochastic,8h,2022,-28.771433116524125,-0.21142842308819484,49.82496426668276,52.17391304347826,23,0.6491158784575726,7122.856688347588,10000.0,962.6378364126876,12,11,5.79108195707735,-8.345435335277406,True,7093.765110113643,-29.062348898863576,-29.09157823394483,long,16541.63,-0.40944933660253935,,0,-0.5774501505415663
stochastic_8h_2023,stochastic,8h,2023,9.047754688033738,0.22427568045902177,25.04676519206929,63.63636363636363,11,1.345300308318038,10904.775468803373,10000.0,592.0782376294925,7,4,4.909155531355178,-5.841880668115543,False,10904.775468803373,9.047754688033738,0.0,,0.0,0.0,,0,0.3612344595660035
stochastic_8h_2024,stochastic,8h,2024,50.61192627283331,0.6861144432451535,21.10232010761289,77.77777777777779,18,2.7988150998208554,15061.19262728333,10000.0,1202.5622698756874,14,4,4.588458141675049,-5.135040325874678,True,14602.551684304515,46.025516843045146,-458.64094297881445,long,95157.075,-3.052815473546701,,0,2.3984057684052718
stochastic_8h_2025,stochastic,8h,2025,-3.1983896407493217,0.024634025616258975,27.37153358946453,50.0,18,0.9015263215143677,9680.161035925068,10000.0,945.7524988045298,9,9,3.240159185500375,-3.4112433142927077,False,9680.161035925068,-3.1983896407493217,0.0,,0.0,0.0,,0,-0.11685094772988538
stochastic_12h_2021,stochastic,12h,2021,4.52369901543106,0.2180935535522001,34.86771305333491,72.72727272727273,11,1.087745100945072,10452.369901543107,10000.0,635.3407936713994,8,3,6.568892627201192,-13.736375971159182,True,10498.281657780068,4.982816577800686,45.91175623696029,long,47527.22,0.4403482055146483,,0,0.12973890798376844
stochastic_12h_2022,stochastic,12h,2022,-31.88279693673186,-0.2562486898846592,59.37926219358363,64.28571428571429,14,0.4726271540350855,6811.720306326813,10000.0,485.4652790391464,9,5,5.397770382023472,-15.07772086756086,True,6718.2186015626685,-32.81781398437331,-93.50170476414482,long,16709.07,-1.3760994383353118,,0,-0.5369348785909475
stochastic_12h_2023,stochastic,12h,2023,22.711599558061522,0.4995782270448954,20.10211390865809,87.5,8,2.4962682556195173,12271.159955806153,10000.0,449.9783802346155,7,1,5.083157913944325,-12.741794132293972,False,12271.159955806153,22.711599558061522,0.0,,0.0,0.0,,0,1.1298115044646877
stochastic_12h_2024,stochastic,12h,2024,109.78874726149068,1.447661558732672,11.706067319583415,85.71428571428571,14,7.579517169096979,20978.874726149068,10000.0,1069.5330294695364,12,2,7.506608042745948,-5.179043908998943,False,20978.874726149068,109.78874726149068,0.0,,0.0,0.0,,0,9.378790012408517
stochastic_12h_2025,stochastic,12h,2025,-3.0571114048113635,0.046319579913610964,22.708091295019745,60.0,10,0.8869923826873887,9694.288859518863,10000.0,505.06781103960844,6,4,4.050377594780534,-6.378762466794787,False,9694.288859518863,-3.0571114048113635,0.0,,0.0,0.0,,0,-0.13462652431214409
stochastic_1d_2021,stochastic,1d,2021,-10.645634242038627,-0.03806340139108539,34.112806982444724,50.0,4,0.7101162989528598,8935.436575796137,10000.0,223.7633230577913,2,2,13.715270678008789,-16.830715069405972,True,8714.978692024873,-12.85021307975126,-220.45788377126254,long,47134.28,-2.4734147897643175,,0,-0.3120714823472934
stochastic_1d_2022,stochastic,1d,2022,-49.68892676309991,-0.9302186363481294,57.57963639943502,40.0,5,0.22514322328630834,5031.107323690009,10000.0,200.6679335288139,2,3,8.417420884183304,-21.666860312414457,True,4941.771640608999,-50.582283593910006,-89.33568308101007,long,16740.51,-1.7801167073974056,,0,-0.8629600648813313
stochastic_1d_2023,stochastic,1d,2023,35.50654974890462,1.000569417671705,21.53801783319892,60.0,5,3.5848223247564266,13550.654974890462,10000.0,269.6756201121475,3,2,16.71610512980648,-6.231162149412607,False,13550.654974890462,35.50654974890462,0.0,,0.0,0.0,,0,1.6485523423689648
stochastic_1d_2024,stochastic,1d,2024,11.756224702266692,0.3689293014121306,16.481438537239047,60.0,5,3.7414546782895113,11175.62247022667,10000.0,295.38182893249245,3,2,5.202671913871841,-1.9824778782486958,True,10921.88003896586,9.218800389658611,-253.7424312608094,long,95164.46,-2.276189786130629,,0,0.7133008854599705
stochastic_1d_2025,stochastic,1d,2025,23.203806911294933,0.6788015854116282,20.09867556796293,87.5,8,2.407094959055918,12320.380691129492,10000.0,482.23838931659077,7,1,4.956101969167035,-11.834338478992516,False,12320.380691129492,23.203806911294933,0.0,,0.0,0.0,,0,1.1544943263963896
adx_4h_2021,adx,4h,2021,-12.148547372904995,-0.00717250562315121,38.60164546994774,38.0,50,0.8872554780437663,8785.1452627095,10000.0,2449.4902204311775,19,31,5.43260606810551,-3.4496604686068233,False,8785.1452627095,-12.148547372904995,0.0,,0.0,0.0,,0,-0.31471579060957167
adx_4h_2022,adx,4h,2022,-58.78977874278064,-0.6479810657086483,63.18010765474654,24.489795918367346,49,0.3992104954334236,4121.022125721936,10000.0,1741.9313523284727,12,37,4.505331326068593,-3.463048821362902,True,4013.6191003515946,-59.863808996484046,-107.40302537034196,long,16914.91,-2.6127548603295154,,0,-0.9305108985258896
adx_4h_2023,adx,4h,2023,33.03313135766302,0.3564062654946827,36.11911785102383,29.629629629629626,54,1.3053520418335638,13303.313135766302,10000.0,3459.89748855489,16,38,7.615569827427244,-2.167477435490039,False,13303.313135766302,33.03313135766302,0.0,,0.0,0.0,,0,0.914560856494635
adx_4h_2024,adx,4h,2024,-1.4998418522723655,0.03771438354606015,38.35502378687078,35.18518518518518,54,0.980372948030766,9850.015814772763,10000.0,2433.1842153697608,19,35,4.602397620846268,-2.3695555769104075,False,9850.015814772763,-1.4998418522723655,0.0,,0.0,0.0,,0,-0.039104182560454386
adx_4h_2025,adx,4h,2025,0.2276235818010619,0.05294624433678445,30.711433170085545,35.714285714285715,42,1.0032887319760677,10022.762358180105,10000.0,2315.2270930884724,15,27,4.419880283569431,-2.305628174764986,False,10022.762358180105,0.2276235818010619,0.0,,0.0,0.0,,0,0.007411688687416207
adx_8h_2021,adx,8h,2021,-18.240945246933993,-0.048330648804203055,49.514366957316454,47.368421052631575,19,0.7765728196192927,8175.905475306601,10000.0,886.8545470243331,9,10,8.135538791213321,-8.088420724209609,False,8175.905475306601,-18.240945246933993,0.0,,0.0,0.0,,0,-0.36839702025592863
adx_8h_2022,adx,8h,2022,-52.66973356744662,-0.7781259871746149,60.732972094599425,24.0,25,0.2936783529166725,4733.026643255338,10000.0,893.171836864899,6,19,6.065653033326331,-5.262604777189806,False,4733.026643255338,-52.66973356744662,0.0,,0.0,0.0,,0,-0.8672345803430586
adx_8h_2023,adx,8h,2023,130.94758553968563,1.304352276846272,17.258830180759784,50.0,22,3.1993681080209,23094.758553968564,10000.0,1742.2469980742103,11,11,11.847086898653373,-3.0916497474400813,False,23094.758553968564,130.94758553968563,0.0,,0.0,0.0,,0,7.5872804916793575
adx_8h_2024,adx,8h,2024,-4.189965254046745,0.007329660658130388,37.13535488033812,29.166666666666668,24,0.9425322899809983,9581.003474595325,10000.0,1249.982793074673,7,17,9.819922180253432,-3.8805674062252584,False,9581.003474595325,-4.189965254046745,0.0,,0.0,0.0,,0,-0.11282954660183378
adx_8h_2025,adx,8h,2025,-27.456023268211606,-0.3785393196504119,36.080119097324086,40.909090909090914,22,0.5080126847626841,7254.39767317884,10000.0,995.0693867423663,9,13,3.6985378702730247,-4.731978849818385,True,7374.3294424391515,-26.256705575608486,119.93176926031191,long,90852.8305,1.6573719218644078,,0,-0.7609737427459852
adx_12h_2021,adx,12h,2021,-16.195501970760084,-0.02272871125286736,54.623111671876416,40.0,15,0.7156746219639671,8380.449802923991,10000.0,624.0080343135191,6,9,10.126316226462343,-6.8916499348416815,False,8380.449802923991,-16.195501970760084,0.0,,0.0,0.0,,0,-0.29649541146698527
adx_12h_2022,adx,12h,2022,-54.91924858938007,-0.8741036155525366,60.36383319038428,25.0,16,0.18056965232239222,4508.075141061994,10000.0,533.1341333987433,4,12,4.520398733351087,-7.159934221197048,False,4508.075141061994,-54.91924858938007,0.0,,0.0,0.0,,0,-0.9098038624579675
adx_12h_2023,adx,12h,2023,83.88168059775461,1.1648509127462428,22.41389386687854,52.94117647058824,17,3.048266813596467,18388.16805977546,10000.0,1159.6639816475322,9,8,10.996884369162464,-3.611149313011195,False,18388.16805977546,83.88168059775461,0.0,,0.0,0.0,,0,3.7423966177384402
adx_12h_2024,adx,12h,2024,132.90285515504908,1.4243276841174184,17.763913835640032,57.89473684210527,19,4.046930558982593,23290.285515504907,10000.0,1633.8666108023276,11,8,12.02513942935571,-3.2170801895641206,False,23290.285515504907,132.90285515504908,0.0,,0.0,0.0,,0,7.481620119570942
adx_12h_2025,adx,12h,2025,-26.040248275590006,-0.7102572381284613,32.881745924748806,25.0,16,0.3215317851248894,7395.975172440999,10000.0,687.068094754909,4,12,3.962295518456254,-3.6873319206426007,True,7426.412199277741,-25.73587800722259,30.4370268367419,long,91298.385,0.4125664216088927,,0,-0.7919363021411381
adx_1d_2021,adx,1d,2021,2.4826416050963696,0.30179253787321464,54.6202005178561,40.0,5,1.072656120834958,10248.264160509638,10000.0,263.9397744470806,2,3,19.8637682021088,-10.246651632400537,False,10248.264160509638,2.4826416050963696,0.0,,0.0,0.0,,0,0.04545281016104581
adx_1d_2022,adx,1d,2022,-35.72345884132183,-1.191432877523347,38.451956327817435,20.0,10,0.07586490380574161,6427.6541158678165,10000.0,421.70334978896307,2,8,1.816003456816265,-5.7884936320252285,True,6156.906581906095,-38.43093418093905,-270.74753396172156,long,17166.34,-4.222786327902772,,0,-0.929041387043246
adx_1d_2023,adx,1d,2023,54.893327833245834,1.1613594905033735,18.158017104288792,44.44444444444444,9,3.008112440545633,15489.332783324584,10000.0,552.202525259516,4,5,18.16172557947695,-4.278430671145639,False,15489.332783324584,54.893327833245834,0.0,,0.0,0.0,,0,3.0230904353692027
adx_1d_2024,adx,1d,2024,46.0462545939867,1.121887743393672,22.427957316148145,62.5,8,4.551959199426811,14604.62545939867,10000.0,554.831486069672,5,3,11.04816182023757,-2.8828164309643967,False,14604.62545939867,46.0462545939867,0.0,,0.0,0.0,,0,2.053073935575638
adx_1d_2025,adx,1d,2025,-8.05494304234211,-0.5784264024833224,35.175410052541196,25.0,4,0.5888975216281276,9194.505695765789,10000.0,211.69466691890844,1,3,13.152285952800627,-6.5945221151060345,True,7583.594787465595,-24.16405212534405,-1610.9109083001943,long,111021.4,-17.564275149031634,,0,-0.22899357904600157
